book_id,book_title,book_author,publication_year,classification_level_1,classification_level_2,classification_level_3
4565,"Beyond loving intimate racework in lesbian, gay, and straight interracial relationships ","Steinbugler, Amy C.",2012,Social sciences,"Social sciences, sociology & anthropology",Culture & institutions
4566,Beyond management Taking charge at work ,"Addleson, Mark.",2011,Technology,Management & auxiliary services,General management
4567,"Beyond meaning : a journey across language, perception and experience ","Fiorin, Gaetano, 1978-",2020,Language,Language,Philosophy & theory
4568,Beyond memory : can we really learn from the past? ,"Gensburger, Sarah, author",2020,Social sciences,"Social sciences, sociology & anthropology",Social processes
4569,"Beyond Missio Dei : contesting mission, rethinking witness ","Koshy, Sarosh, author.",2022,Religion,Social & ecclesiastical theology,Missions
4570,Beyond our control? confronting the limits of our legal system in the age of cyberspace ,"Biegel, Stuart.",2003,Social sciences,Law,"Military, tax, trade & industrial law"
4571,"Beyond pleasure : Freud, Lacan, Barthes ","Iversen, Margaret.",2007,The arts; fine & decorative arts,Arts,Philosophy of fine & decorative arts
4572,Beyond requirements : analysis with an agile mindset ,"McDonald, Kent J., author. MACDONALD M'DONALD",2016,Technology,Management & auxiliary services,General management
4573,Beyond romantic ecocriticism Toward urbanatural roosting ,"Nichols, Ashton.",2011,Literature & rhetoric,English & Old English literatures,English & Old English literatures
4574,Beyond standard model phenomenology at the LHC ,"Aquino, Priscila de, author.",2013,Natural Sciences and Mathemetics,Physics,Modern physics
4575,Beyond the BBC : broadcasters and the public in the 1980s ,"Madge, Tim.",1989,Social sciences,"Commerce, communications & transportation",Communications; telecommunication
4576,"Beyond the bibliographic record : proceedings of the 15th Annual Seminar and Annual General Meeting of the MARC User's Group, held at University College, Swansea, 5-7 September 1989.","MARC User's Group. Seminar University College, Swansea) 1989: (15th:",1990,"Computer science, information & general works",Library & information sciences,Library operations
4577,Beyond the borderlands migration and belonging in the U.S. and Mexico ,"Lattanzi Shutika, Debra, 1964-",2011,Social sciences,"Social sciences, sociology & anthropology",Social groups
4578,Beyond the brain : how the mind and the body shape each other ,"Fei, Duoyi, author.",2023,Philosophy & psychology,"Epistemology, causation & humankind",Humankind
4579,Beyond the code : protection of non-textual features of software ,"Shemtov, Noam, author.",2017,Social sciences,Law,Private law
4580,Beyond the congregation the world of Christian nonprofits ,"Scheitle, Christopher P., 1981-",2010,Social sciences,Social problems & services; associations,Social problems & social welfare in general
4581,"Beyond the horizon of computability : 16th Conference on Computability in Europe, CiE 2020, Fisciano, Italy, June 29-July 3, 2020, Proceedings ",Conference on Computability in Europe Online) 2020 : (16th :,2020,Natural Sciences and Mathemetics,Mathematics,General principles of mathematics
4582,Beyond the knowledge crisis : a synthesis framework for socio-environmental studies and guide to social change ,"Kasper, Debbie, author.",2021,Social sciences,"Social sciences, sociology & anthropology",Factors affecting social behavior
4583,Beyond the library of the future : more alternative futures for the public library ,"Shuman, Bruce A.",1997,"Computer science, information & general works",Library & information sciences,General libraries
4584,Beyond the medieval village the diversification of landscape character in southern Britain ,"Rippon, Stephen, 1968-",2008,Social sciences,"Social sciences, sociology & anthropology",Communities
4585,"Beyond the metropolis : the changing image of urban Britain, 1780-1880 ","Jones, Katy, author.",2016,Social sciences,"Social sciences, sociology & anthropology",Communities
4586,Beyond the Nasca lines : ancient life at La Tiza in the Peruvian Desert ,"Conlee, Christina A. author.",2017,History & geography,History of South America,Peru
4587,Beyond the nation-state : the Zionist political imagination from Pinsker to Ben-Gurion ,"Shumsky, Dimitry author.",2019,Social sciences,Political science,Political science
4588,"Beyond the slave narrative politics, sex, and manuscripts in the Haitian revolution ","Jenson, Deborah.",2011,Literature & rhetoric,Literatures of Romance languages,Literatures of Romance languages
4589,Beyond the state in rural Uganda,"Jones, Ben (Ben W.)",2009,Social sciences,Economics,Production
4590,Beyond the veil : male-female dynamics in modern Muslim society ,"Mernissi, Fatima.",2003,Social sciences,"Social sciences, sociology & anthropology",Social groups
4591,Beyond the welfare state? : the new political economy of welfare ,"Pierson, Christopher.",1998,Social sciences,Social problems & services; associations,Social problems & social welfare in general
4592,Beyond the World Bank agenda an institutional approach to development ,"Stein, Howard, 1952-",2008,Social sciences,Economics,Production
4593,Beyond total quality management ,"Reynolds, Larry.",1994,Technology,Management & auxiliary services,General management
4594,Beyond vision : essays on the perception of art ,"Florenskii?, P. A. 1882-1937. (Pavel Aleksandrovich),",2002,The arts; fine & decorative arts,Arts,Philosophy of fine & decorative arts
4595,Beyond vision essays on the perception of art ,"Florenskii?, P. A. 1882-1937. (Pavel Aleksandrovich),",2002,The arts; fine & decorative arts,Arts,The Arts
4596,Bhagavad Gi?ta? and Leadership : a Catalyst for Organizational Transformation ,"Dhiman, Satinder, author",2019,Technology,Management & auxiliary services,General management
4597,"Bias and social aspects in search and recommendation : first International Workshop, BIAS 2020, Lisbon, Portugal, April 14, Proceedings ",BIAS (Workshop) Online) 2020 : (1st :,2020,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4598,Bias-cut dressmaking ,"Holman, Gillian, author.",2001,Technology,Home & family management,"Sewing, clothing & personal living"
4599,BIBE2020 : proceedings of the Fourth International Conference on Biological Information and Biomedical Engineering ,"Yu, Weimiao, author.",2020,Natural Sciences and Mathemetics,Life sciences; biology,Biochemistry
4600,Biblical principles of being an employee in contemporary organizations ,"Winston, Bruce E., author.",2019,Religion,Christian moral & devotional theology,"Christian experience, practice & life"
4601,Bibliographic checking ,"Huett, Christine.",1992,"Computer science, information & general works",Library & information sciences,Library operations
4602,"Bibliography, machine readable cataloguing and the ESTC ","Alston, R C 1933- (Robin Carfrae),",1978,"Computer science, information & general works",Library & information sciences,Library operations
4603,Bibliometrics and citation analysis from the Science citation index to cybermetrics ,"De Bellis, Nicola, 1969-",2009,"Computer science, information & general works",Library & information sciences,Library & information sciences
4604,BIC '23 : Proceedings of the 2023 3rd International Conference on Bioinformatics and Intelligent Computing ,"Association for Computing Machinery, author, issuing body.",2023,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
4605,Biennial report : 1990-91 ,International Agency for Research on Cancer.,1992,Technology,Medicine & health,Diseases
4606,Bifurcation and stability in nonlinear dynamical systems ,"Luo, Albert C. J., author.",2019,Natural Sciences and Mathemetics,Mathematics,Analysis
4607,Bifurcation theory : an introduction with applications to partial differential equations ,"Kielho?fer, Hansjo?rg.",2012,Natural Sciences and Mathemetics,Mathematics,Analysis
4608,"Big Data : 11th CCF Conference, BigData 2023, Nanjing, China, September 8-10, 2023, proceedings ","CCF BigData (Conference) Nanjing, China). 2023 : (11th :",2023,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4609,Big data 2.0 processing systems : a systems overview ,"Sakr, Sherif, 1979- author.",2020,"Computer science, information & general works","Computer science, knowledge & systems","Computer programming, programs & data"
4610,"Big data analytics : 9th International Conference, BDA 2021, Virtual event, December 15-18, 2021, Proceedings ",BDA (Conference) Online) 2021 : (9th :,2021,"Computer science, information & general works","Computer science, knowledge & systems",Special computer methods
